Question,Answers,Comment,Instructions,Render as
まだ雨が（）だから、今のうちに急いで帰ろう。,ぱらぱら,,漢字の読みを入力してください,Text
なんだか喉が（）する。風邪でも引いたのかな。,いがいが,,漢字の読みを入力してください,Text
どこかで（）と鉄砲を打つような音が聞こえた。,ぱんぱん,,漢字の読みを入力してください,Text
サーカスの象が観客の前で（）と鳴いてみせた。,パオーン,,漢字の読みを入力してください,Text
この映画のラストシーン、すごく（）しました。,はらはら,,漢字の読みを入力してください,Text
このお店のパンケーキ、とっても（）なんだよ。,ふわふわ,,漢字の読みを入力してください,Text
ここ数ヶ月、トムさんの成績は（）伸びている。,ぐんぐん,,漢字の読みを入力してください,Text
ここの吹き出しを（）のものに変更してくれる？,ぎざぎざ,,漢字の読みを入力してください,Text
いらない本や家具を捨てたら、部屋が（）した。,すっきり,,漢字の読みを入力してください,Text
あーマクドナルドの（）ポテトが食べたいなあ。,しゃかしゃか,,漢字の読みを入力してください,Text
（）しながら、好きな人に今の気持ちを伝えた。,どきどき,,漢字の読みを入力してください,Text
（）して寝苦しかったから、エアコンをつけた。,むしむし,,漢字の読みを入力してください,Text
（）してて、今日テストがあることを忘れてた。,うっかり,,漢字の読みを入力してください,Text
（）した物ばかり食べてると健康によくないよ。,こってり,,漢字の読みを入力してください,Text
友達は漫画を読みながら、（）と笑っている。,くすくす,,漢字の読みを入力してください,Text
彼は毎日ジムで体を鍛えているので、（）だ。,むきむき,,漢字の読みを入力してください,Text
彼はその知らせを聞いて、（）と崩れ落ちた。,へなへな,,漢字の読みを入力してください,Text
彼はすぐに人の秘密を（）と話すので嫌いだ。,ぺらぺら,,漢字の読みを入力してください,Text
彼、なんか（）してるね。何かあったのかな。,ぷんぷん,,漢字の読みを入力してください,Text
髪をきちんと手入れしていないので、（）だ。,ぼさぼさ,,漢字の読みを入力してください,Text
湯船に浸かりすぎて、手の指が（）になった。,しわしわ,,漢字の読みを入力してください,Text
怒った妻はドアを（）と閉めて、出ていった。,ばたん,,漢字の読みを入力してください,Text
台風が近づいていて、風が（）と吹いている。,びゅうびゅう,,漢字の読みを入力してください,Text
息子はテーブルに頭を（）とぶつけて泣いた。,ごつん,,漢字の読みを入力してください,Text
走り終えたあと、しばらく膝が（）していた。,がくがく,,漢字の読みを入力してください,Text
祖父は９０歳だが、まだまだ（）しています。,ぴんぴん,,漢字の読みを入力してください,Text
洗濯機を回すと（）と音がなる。故障かなぁ。,からから,,漢字の読みを入力してください,Text
整理整頓が苦手な彼の机の中はいつも（）だ。,ぐちゃぐちゃ,,漢字の読みを入力してください,Text
昨日は大学の時の友達と（）おしゃべりした。,わいわい,,漢字の読みを入力してください,Text
今日はワイワイ、（）、楽しくやりましょう！,がやがや,,漢字の読みを入力してください,Text
工場の煙突から（）と煙が立ちのぼっている。,もくもく,,漢字の読みを入力してください,Text
犬が餌を探して、地面を（）かぎ回っている。,くんくん,,漢字の読みを入力してください,Text
去年に買ったスカート、もう（）ではけない。,ぴちぴち,,漢字の読みを入力してください,Text
救助された犬は怖かったのか（）震えていた。,ぶるぶる,,漢字の読みを入力してください,Text
乾杯が終わると、彼は（）とビールを飲んだ。,ぐびぐび,,漢字の読みを入力してください,Text
やだ。背中にニキビのような（）が出来てる。,ぶつぶつ,,漢字の読みを入力してください,Text
もうお腹（）で、これ以上は食べられません。,ぱんぱん,,漢字の読みを入力してください,Text
トイレの場所がわからず、（）していました。,うろうろ,,漢字の読みを入力してください,Text
テスト中にお腹が（）鳴って恥ずかしかった。,ぐうぐう,,漢字の読みを入力してください,Text
ステーキが鉄板の上で（）と音を立てている。,じゅうじゅう,,漢字の読みを入力してください,Text
さっき転んで擦りむいたところが（）と痛い。,ひりひり,,漢字の読みを入力してください,Text
この靴はもう（）だから新しいの買わなきゃ。,きつきつ,,漢字の読みを入力してください,Text
この（）の部屋は何！ちゃんと掃除しなさい。,ぐちゃぐちゃ,,漢字の読みを入力してください,Text
グラスがテーブルから落ちて、（）に割れた。,粉々,,漢字の読みを入力してください,Text
お酒がグラスに（）に注がれて運ばれてきた。,なみなみ,,漢字の読みを入力してください,Text
お気に入りのTシャツ、もう（）で着れない。,ぴちぴち,,漢字の読みを入力してください,Text
あー、今日はクリスマスなのにバイト。（）。,ぴえん,,漢字の読みを入力してください,Text
（）のおじいさんが危なげに道を歩いている。,よぼよぼ,,漢字の読みを入力してください,Text
（）と同じことを何度も言われると腹が立つ。,くどくど,,漢字の読みを入力してください,Text
（）、友達の秘密を他の人に話してしまった。,うっかり,,漢字の読みを入力してください,Text
毎日スケジュールが（）で、休む暇もない。,きつきつ,,漢字の読みを入力してください,Text
彼は後輩の女の子に頼られて（）している。,でれでれ,,漢字の読みを入力してください,Text
朝目が覚めると、汗でシャツが（）だった。,びしょびしょ,,漢字の読みを入力してください,Text
村田くんは（）だから、もっと食べないと。,がりがり,,漢字の読みを入力してください,Text
息子は明日の遠足が楽しみで（）している。,うきうき,,漢字の読みを入力してください,Text
息子は大きな病気もせず、（）育っている。,すくすく,,漢字の読みを入力してください,Text
息子はヨーグルトの蓋の裏を（）と舐めた。,ぺろぺろ,,漢字の読みを入力してください,Text
人前で（）するカップルをどう思いますか。,いちゃいちゃ,,漢字の読みを入力してください,Text
自転車のブレーキが（）うるさくて不快だ。,きいきい,,漢字の読みを入力してください,Text
私が転んだのを見て、友達は（）と笑った。,げらげら,,漢字の読みを入力してください,Text
姉はテレビを見ながら、（）と笑っている。,げらげら,,漢字の読みを入力してください,Text
山頂は空気が（）してて気持ちがよかった。,ひんやり,,漢字の読みを入力してください,Text
久々に運動したら、１０分で（）になった。,へとへと,,漢字の読みを入力してください,Text
海にたくさんのゴミが（）と浮かんでいた。,プカプカ,,漢字の読みを入力してください,Text
何、（）してるんだ。しっかり働きなさい。,ぼうっと,,漢字の読みを入力してください,Text
屋根裏からネズミの（）鳴く声が聞こえる。,ちゅうちゅう,,漢字の読みを入力してください,Text
雨が（）降ってきたから急いで帰らないと。,ぽつぽつ,,漢字の読みを入力してください,Text
レポート提出の締め切りに（）間に合った。,ぎりぎり,,漢字の読みを入力してください,Text
この食パン、とても（）してて美味しいよ。,ふっくら,,漢字の読みを入力してください,Text
この（）のダウンジャケットすごく温かい。,もこもこ,,漢字の読みを入力してください,Text
グラスがテーブルから落ちて（）と割れた。,ぱりん,,漢字の読みを入力してください,Text
（）汚れもこれを使えば綺麗に落とせます。,ぎとぎと,,漢字の読みを入力してください,Text
（）と音を立てて食べるのは良くないです。,くちゃくちゃ,,漢字の読みを入力してください,Text
（）してて、薬を飲むのを忘れてしまった。,うっかり,,漢字の読みを入力してください,Text
遊んでいる時に怪我した指が（）と痛む。,ずきずき,,漢字の読みを入力してください,Text
毎日、残業ばかりで、もう身体が（）だ。,ぼろぼろ,,漢字の読みを入力してください,Text
彼女の話になると、彼はいつも（）する。,にやにや,,漢字の読みを入力してください,Text
彼の言っていることは、（）わからない。,さっぱり,,漢字の読みを入力してください,Text
動物園の象がりんごを（）と食べている。,むしゃむしゃ,,漢字の読みを入力してください,Text
田中さんの答え、全ぶあってて（）だね。,ばっちり,,漢字の読みを入力してください,Text
息子の卒業式で思わず（）してしまった。,うるうる,,漢字の読みを入力してください,Text
走ったおかげで、終電に（）間に合った。,ぎりぎり,,漢字の読みを入力してください,Text
蛇のような（）した生き物が大嫌いです。,にょろにょろ,,漢字の読みを入力してください,Text
昨日飲み過ぎたせいか、頭が（）と痛む。,がんがん,,漢字の読みを入力してください,Text
今日は朝からずっと忙しくて、もう（）。,へとへと,,漢字の読みを入力してください,Text
見て！カメレオンが、目を（）させてる。,ぎょろぎょろ,,漢字の読みを入力してください,Text
兄は育ち盛りで、毎日ご飯を（）食べる。,もりもり,,漢字の読みを入力してください,Text
居酒屋は、（）と活気があるので好きだ。,がやがや,,漢字の読みを入力してください,Text
ボクシングの試合で相手に（）にされた。,ぼこぼこ,,漢字の読みを入力してください,Text
ティッシュボックスを（）にして捨てた。,ぺちゃんこ,,漢字の読みを入力してください,Text
ちゃんと（）してからごっくんするのよ。,もぐもぐ,,漢字の読みを入力してください,Text
スマホを落として、画面が（）になった。,ばきばき,,漢字の読みを入力してください,Text
シャンプーのボトルの底が（）している。,ぬるぬる,,漢字の読みを入力してください,Text
サボテンのとげが刺さって、（）します。,ちくちく,,漢字の読みを入力してください,Text
この道は（）しているので、走りにくい。,でこぼこ,,漢字の読みを入力してください,Text
こたつに入ると、（）して気持ちがいい。,ぽかぽか,,漢字の読みを入力してください,Text
グラビア雑誌を見て、（）してしまった。,むらむら,,漢字の読みを入力してください,Text
あー、何か（）する。熱でもあるのかな。,ふらふら,,漢字の読みを入力してください,Text
（）しないで、まっすぐ前を向きなさい。,きょろきょろ,,漢字の読みを入力してください,Text
（）した味付けなので、食べやすいです。,あっさり,,漢字の読みを入力してください,Text
爬虫類の、あの（）した目が苦手です。,ぎょろぎょろ,,漢字の読みを入力してください,Text
旅行バッグに荷物を（）に詰め込んだ。,ぎゅうぎゅう,,漢字の読みを入力してください,Text
友達はお酒を飲みすぎて（）になった。,べろべろ,,漢字の読みを入力してください,Text
毎朝、鶏の（）の鳴き声で目が覚める。,コケコッコー,,漢字の読みを入力してください,Text
夫の靴下から（）と強烈な臭いがする。,ぷーん,,漢字の読みを入力してください,Text
彼は（）と口を開けて話を聞いていた。,ぽかん,,漢字の読みを入力してください,Text
地震で机やタンスが（）と揺れている。,がたがた,,漢字の読みを入力してください,Text
炊き立てのご飯は（）してて美味しい。,ふっくら,,漢字の読みを入力してください,Text
寝室から（）と泣く声が聞こえてくる。,おぎゃあ,,漢字の読みを入力してください,Text
出来立てで熱いから（）して食べてね。,ふうふう,,漢字の読みを入力してください,Text
昨日は１日中、家で（）していました。,ごろごろ,,漢字の読みを入力してください,Text
今は（）したものが食べたい気分です。,あっさり,,漢字の読みを入力してください,Text
急に友達が家を訪ねてきて、（）した。,あたふた,,漢字の読みを入力してください,Text
汽車が（）と煙を上げて、走っている。,もくもく,,漢字の読みを入力してください,Text
温泉に入ると、（）して気持ちがいい。,ぽかぽか,,漢字の読みを入力してください,Text
リーさんっていつも（）しているよね。,にこにこ,,漢字の読みを入力してください,Text
みんなの意見が（）で、結論が出ない。,ばらばら,,漢字の読みを入力してください,Text
ニキビを潰したら、肌が（）になった。,ぼこぼこ,,漢字の読みを入力してください,Text
テストで０点だったので、母は（）だ。,かんかん,,漢字の読みを入力してください,Text
ちょっと、袖を（）引っ張らないでよ。,ぐいぐい,,漢字の読みを入力してください,Text
スープは熱いから（）して食べるのよ。,ふうふう,,漢字の読みを入力してください,Text
この料理は（）と辛くて箸が進みます。,ぴりっ,,漢字の読みを入力してください,Text
このソファ、（）で座り心地がいいね。,ふかふか,,漢字の読みを入力してください,Text
このオムライス、卵が（）で美味しい。,ふわふわ,,漢字の読みを入力してください,Text
この（）の線に沿って切ってください。,ぎざぎざ,,漢字の読みを入力してください,Text
カラオケで歌すぎて、（）声になった。,がらがら,,漢字の読みを入力してください,Text
カバンに物を詰めすぎて（）になった。,ぱんぱん,,漢字の読みを入力してください,Text
おじいちゃんの手は少し（）している。,ざらざら,,漢字の読みを入力してください,Text
（）と心地よい風が、私の頬を撫でる。,そよそよ,,漢字の読みを入力してください,Text
明日は合格発表日か。（）するなぁ。,どきどき,,漢字の読みを入力してください,Text
彼は自分の頭を（）と叩いています。,ぽかぽか,,漢字の読みを入力してください,Text
彼はいつも（）のシャツを着ている。,よれよれ,,漢字の読みを入力してください,Text
彼はいつも（）してて、気持ち悪い。,にやにや,,漢字の読みを入力してください,Text
庭から（）と木を切る音が聞こえる。,ぎこぎこ,,漢字の読みを入力してください,Text
先生に聞こえないように（）と話す。,ひそひそ,,漢字の読みを入力してください,Text
焼き立ての魚は身が（）で美味しい。,ホクホク,,漢字の読みを入力してください,Text
子猫が（）鳴きながら近寄ってきた。,ニャー,,漢字の読みを入力してください,Text
今日はいつもより（）していますね。,むしむし,,漢字の読みを入力してください,Text
今日は（）した天気で気持ちがいい。,ぽかぽか,,漢字の読みを入力してください,Text
強い風のせいで、髪が（）になった。,ぼさぼさ,,漢字の読みを入力してください,Text
巨大な（）したモンスターが現れた。,ぬめぬめ,,漢字の読みを入力してください,Text
起きたばかりなので、髪が（）です。,ぼさぼさ,,漢字の読みを入力してください,Text
缶の蓋を開けると、（）と音がした。,ぷしゅっ,,漢字の読みを入力してください,Text
リスがも（）と木の実を食べている。,もぐもぐ,,漢字の読みを入力してください,Text
パンダが笹の葉を（）と食べている。,むしゃむしゃ,,漢字の読みを入力してください,Text
となり町から（）と歩いてきました。,てくてく,,漢字の読みを入力してください,Text
そんなところで、（）何やってんの？,こそこそ,,漢字の読みを入力してください,Text
その男は道端でゴミを（）と捨てた。,ぽいっ,,漢字の読みを入力してください,Text
スープを飲むと、体が（）しますよ。,ぽかぽか,,漢字の読みを入力してください,Text
スーパーで会社の同僚に（）会った。,ばったり,,漢字の読みを入力してください,Text
シャツが（）でボタンが留まらない。,ぴちぴち,,漢字の読みを入力してください,Text
このドーナツ、（）してて美味しい。,もちもち,,漢字の読みを入力してください,Text
キャベツが（）してて美味しいです。,しゃきしゃき,,漢字の読みを入力してください,Text
ウグイスの（）と鳴く声が聞こえる。,ホーホケキョ,,漢字の読みを入力してください,Text
あー、鼻が（）する。花粉症かなあ。,むずむず,,漢字の読みを入力してください,Text
（）の鉄の線を有刺鉄線と言います。,とげとげ,,漢字の読みを入力してください,Text
（）のうちに召し上がってください。,あつあつ,,漢字の読みを入力してください,Text
目覚まし時計が（）と鳴っている。,りんりん,,漢字の読みを入力してください,Text
保護された犬は（）に痩せていた。,がりがり,,漢字の読みを入力してください,Text
彼女の髪はいつも（）で羨ましい。,さらさら,,漢字の読みを入力してください,Text
彼はいつもジェシカさんに（）だ。,めろめろ,,漢字の読みを入力してください,Text
彼はいつも（）した話ばかりする。,じめじめ,,漢字の読みを入力してください,Text
彼は（）で、見ていて心配になる。,がりがり,,漢字の読みを入力してください,Text
彼の手は大きくて、（）している。,ごつごつ,,漢字の読みを入力してください,Text
彼と話すと、いつも胸が（）する。,どきどき,,漢字の読みを入力してください,Text
排水口からきつい臭いが（）する。,ぷんぷん,,漢字の読みを入力してください,Text
田中さん、お父さんと（）ですね。,そっくり,,漢字の読みを入力してください,Text
朝の電車は人がいっぱいで（）だ。,ぎゅうぎゅう,,漢字の読みを入力してください,Text
息子が転んで、（）と泣いている。,えーんえーん,,漢字の読みを入力してください,Text
赤ちゃん、（）太ってて可愛いね。,まるまる,,漢字の読みを入力してください,Text
人の顔を（）と見るのは失礼だよ。,じろじろ,,漢字の読みを入力してください,Text
蛇やミミズの体は（）しています。,くねくね,,漢字の読みを入力してください,Text
歯が（）して、今にも抜けそうだ。,ぐらぐら,,漢字の読みを入力してください,Text
桜の花びらが（）と舞っています。,ひらひら,,漢字の読みを入力してください,Text
今日は風が（）としてて心地よい。,ひんやり,,漢字の読みを入力してください,Text
今日は体調が悪く、頭も（）する。,がんがん,,漢字の読みを入力してください,Text
外では強い風が（）と吹いている。,びゅうびゅう,,漢字の読みを入力してください,Text
愛犬が雷に怯えて、（）している。,びくびく,,漢字の読みを入力してください,Text
もっと（）と動いて掃除しなさい！,てきぱき,,漢字の読みを入力してください,Text
どうしてなめくじは（）してるの？,ぬめぬめ,,漢字の読みを入力してください,Text
その男性は味噌汁を（）と飲んだ。,ずるずる,,漢字の読みを入力してください,Text
この野菜は新鮮で（）しています。,しゃきしゃき,,漢字の読みを入力してください,Text
この布団は（）して気持ちがいい。,ふかふか,,漢字の読みを入力してください,Text
この紙は裏面が少し（）している。,ざらざら,,漢字の読みを入力してください,Text
この子猫、（）しててかわいいね。,ころころ,,漢字の読みを入力してください,Text
このエビ、（）してて美味しいよ。,ぷりぷり,,漢字の読みを入力してください,Text
キャンディーを（）と舐めている。,ぺろぺろ,,漢字の読みを入力してください,Text
キツネが遠くで（）と鳴いている。,こんこん,,漢字の読みを入力してください,Text
カメラの（）という音が好きです。,パシャッ,,漢字の読みを入力してください,Text
ウナギは（）していて掴みにくい。,ぬるぬる,,漢字の読みを入力してください,Text
（）してると電車に乗り遅れるよ。,もたもた,,漢字の読みを入力してください,Text
餃子は（）に焼いた方が好きだ。,かりかり,,漢字の読みを入力してください,Text
薔薇の（）が手に刺さって痛い。,とげとげ,,漢字の読みを入力してください,Text
檻の中の猿が（）と鳴いている。,ウキーウキー,,漢字の読みを入力してください,Text
彼は背中を（）とかいています。,ぼりぼり,,漢字の読みを入力してください,Text
彼はクラスのみんなから（）だ。,もてもて,,漢字の読みを入力してください,Text
彼のカバンの中はいつも（）だ。,ぐちゃぐちゃ,,漢字の読みを入力してください,Text
彼から怪しいにおいが（）する。,ぷんぷん,,漢字の読みを入力してください,Text
日焼けしたところが（）と痛む。,ひりひり,,漢字の読みを入力してください,Text
怒った先生は机を（）と叩いた。,ばんばん,,漢字の読みを入力してください,Text
泥の中に（）と足が入っていく。,ずぶずぶ,,漢字の読みを入力してください,Text
釣り竿を（）と引っ張っている。,ぐいぐい,,漢字の読みを入力してください,Text
池から（）という音が聞こえた。,ぽちゃん,,漢字の読みを入力してください,Text
地震でビルが（）と揺れている。,ぐらぐら,,漢字の読みを入力してください,Text
祖母が煎餅を（）と食べている。,ぼりぼり,,漢字の読みを入力してください,Text
雪で道が（）だから気をつけて。,ぐちゃぐちゃ,,漢字の読みを入力してください,Text
赤ちゃんが手足を（）している。,ばたばた,,漢字の読みを入力してください,Text
寝不足のせいか、頭が（）する。,がんがん,,漢字の読みを入力してください,Text
首を曲げたら（）て音が鳴った。,ぐきっ,,漢字の読みを入力してください,Text
蛇口から水が（）と落ちている。,ぽたぽた,,漢字の読みを入力してください,Text
蛇は（）と音を立てて威嚇した。,シュー,,漢字の読みを入力してください,Text
子供がおもちゃを（）に壊した。,ばきばき,,漢字の読みを入力してください,Text
妻が（）と嫌味を言ってきます。,ちくちく,,漢字の読みを入力してください,Text
今日は楽しく（）やりましょう！,わいわい,,漢字の読みを入力してください,Text
今日は（）した天気で嫌だなあ。,じめじめ,,漢字の読みを入力してください,Text
魚が跳ねて（）という音がした。,ぽちゃん,,漢字の読みを入力してください,Text
帰宅途中、雨が（）降ってきた。,ざあざあ,,漢字の読みを入力してください,Text
会議中につい（）してしまった。,うとうと,,漢字の読みを入力してください,Text
何、（）走ってんだ！,とろとろ,,漢字の読みを入力してください,Text
一晩（）眠ったら元気になった。,ぐっすり,,漢字の読みを入力してください,Text
もうこの服、（）で着れないわ。,きつきつ,,漢字の読みを入力してください,Text
もう（）でこれ以上歩けないよ。,へとへと,,漢字の読みを入力してください,Text
ビーフシチューを（）と煮込む。,ぐつぐつ,,漢字の読みを入力してください,Text
なんだか、背中が（）とかゆい。,むずむず,,漢字の読みを入力してください,Text
シェフが肉を（）と焼いている。,じゅうじゅう,,漢字の読みを入力してください,Text
コロナのせいで、店は（）です。,がらがら,,漢字の読みを入力してください,Text
この資料、ページが（）ですよ。,ばらばら,,漢字の読みを入力してください,Text
カンガルーが（）と跳ねている。,ぴょんぴょん,,漢字の読みを入力してください,Text
（）に冷えたビールは美味しい。,きんきん,,漢字の読みを入力してください,Text
夫は（）になって帰ってきた。,べろべろ,,漢字の読みを入力してください,Text
悲しくて、涙が（）出てくる。,どばどば,,漢字の読みを入力してください,Text
彼は頭を（）とかいています。,ぼりぼり,,漢字の読みを入力してください,Text
日本の夏は（）してて嫌いだ。,むしむし,,漢字の読みを入力してください,Text
二人は（）と何か話していた。,ひそひそ,,漢字の読みを入力してください,Text
転んでできた傷が（）と痛む。,じんじん,,漢字の読みを入力してください,Text
誰かがドアを（）叩いている。,どんどん,,漢字の読みを入力してください,Text
息子の寝顔を（）と見つめた。,まじまじ,,漢字の読みを入力してください,Text
赤ちゃんが（）と眠っている。,すやすや,,漢字の読みを入力してください,Text
寝不足のせいか頭が（）する。,くらくら,,漢字の読みを入力してください,Text
象が大きな声で（）と鳴いた。,パオーン,,漢字の読みを入力してください,Text
暑すぎて、もう喉が（）です。,からから,,漢字の読みを入力してください,Text
私は（）来る男性が苦手です。,ぐいぐい,,漢字の読みを入力してください,Text
私の髪が（）なのは天然です。,もじゃもじゃ,,漢字の読みを入力してください,Text
子供たちが（）と泳いでいる。,ばしゃばしゃ,,漢字の読みを入力してください,Text
契約の話が（）とまとまった。,すらすら,,漢字の読みを入力してください,Text
何、俺のこと（）見てんだよ。,じろじろ,,漢字の読みを入力してください,Text
マラカスを（）と振っている。,しゃかしゃか,,漢字の読みを入力してください,Text
フクロウが（）と鳴いている。,ホーホー,,漢字の読みを入力してください,Text
パソコンを（）に解体します。,ばらばら,,漢字の読みを入力してください,Text
ノコギリで（）と木を切った。,ぎこぎこ,,漢字の読みを入力してください,Text
この猫は（）してて、可愛い。,ふわふわ,,漢字の読みを入力してください,Text
この猫、（）太ってて可愛い。,まるまる,,漢字の読みを入力してください,Text
この時間帯の電車は（）です。,がらがら,,漢字の読みを入力してください,Text
お腹が（）で、何もできない。,ぺこぺこ,,漢字の読みを入力してください,Text
おばあちゃんの肩を（）した。,もみもみ,,漢字の読みを入力してください,Text
（）してると、置いていくよ。,もたもた,,漢字の読みを入力してください,Text
薬のせいで、頭が（）する。,ぼうっと,,漢字の読みを入力してください,Text
明日の遠足、（）するなー。,わくわく,,漢字の読みを入力してください,Text
風で窓が（）と揺れている。,がたがた,,漢字の読みを入力してください,Text
父が髭を（）と剃っている。,じょりじょり,,漢字の読みを入力してください,Text
彼は彼女のほうを（）見た。,ちらっと,,漢字の読みを入力してください,Text
彼は英語と中国語が（）だ。,ぺらぺら,,漢字の読みを入力してください,Text
彼はとても（）しています。,ちゃらちゃら,,漢字の読みを入力してください,Text
彼は（）お金を持っている。,たっぷり,,漢字の読みを入力してください,Text
点線に沿って（）と切った。,ちょきちょき,,漢字の読みを入力してください,Text
団扇で（）とあおいでいる。,ぱたぱた,,漢字の読みを入力してください,Text
足を（）と捻ってしまった。,ぐきっ,,漢字の読みを入力してください,Text
息子が手を（）させている。,ぶらぶら,,漢字の読みを入力してください,Text
食べすぎて、胃が（）する。,むかむか,,漢字の読みを入力してください,Text
私は納豆の（）が苦手です。,ねばねば,,漢字の読みを入力してください,Text
私は（）した服が好きです。,だぼだぼ,,漢字の読みを入力してください,Text
災害で家族が（）になった。,ばらばら,,漢字の読みを入力してください,Text
犬が私の顔を（）を舐めた。,ぺろぺろ,,漢字の読みを入力してください,Text
筋肉（）の男性が好みです。,むきむき,,漢字の読みを入力してください,Text
ビールを（）と飲んでいる。,ごくごく,,漢字の読みを入力してください,Text
つくしが（）と生えている。,にょきにょき,,漢字の読みを入力してください,Text
チーズが（）と溶けている。,とろとろ,,漢字の読みを入力してください,Text
スズメが（）と鳴いている。,ちゅんちゅん,,漢字の読みを入力してください,Text
この猫、毛が（）で可愛い。,ふさふさ,,漢字の読みを入力してください,Text
キノコが（）と生えている。,にょきにょき,,漢字の読みを入力してください,Text
カラスが（）と鳴いている。,かあかあ,,漢字の読みを入力してください,Text
ウサギが（）と跳ねている。,ぴょんぴょん,,漢字の読みを入力してください,Text
（）のおでんいかがですか。,あつあつ,,漢字の読みを入力してください,Text
（）と腰を振って踊ります。,くねくね,,漢字の読みを入力してください,Text
（）とにおいを嗅いでいる。,くんくん,,漢字の読みを入力してください,Text
（）とドアのベルが鳴った。,ぴんぽん,,漢字の読みを入力してください,Text
（）とした道を進んでいく。,くねくね,,漢字の読みを入力してください,Text
彼は目を（）させている。,ぱちぱち,,漢字の読みを入力してください,Text
彼は絶対あなたに（）よ。,ぴったり,,漢字の読みを入力してください,Text
彼はお菓子を（）食べた。,ばくばく,,漢字の読みを入力してください,Text
電話が（）と鳴っている。,りんりん,,漢字の読みを入力してください,Text
舌が火傷して（）と痛む。,ひりひり,,漢字の読みを入力してください,Text
暑くてちょっと（）する。,くらくら,,漢字の読みを入力してください,Text
公園を（）と散歩します。,ぶらぶら,,漢字の読みを入力してください,Text
犬は暑さで（）している。,ぐったり,,漢字の読みを入力してください,Text
犬が（）吠えて眠れない。,わんわん,,漢字の読みを入力してください,Text
橋が（）揺れて怖いです。,ゆらゆら,,漢字の読みを入力してください,Text
恐怖で体が（）と震えた。,がたがた,,漢字の読みを入力してください,Text
駅まで（）と歩いていく。,てくてく,,漢字の読みを入力してください,Text
雨が（）と降っています。,ざあざあ,,漢字の読みを入力してください,Text
わさびで鼻が（）とした。,つーん,,漢字の読みを入力してください,Text
ロープで（）巻きにした。,ぐるぐる,,漢字の読みを入力してください,Text
ライオンが（）と吠える。,ガオー,,漢字の読みを入力してください,Text
ベーコンを（）に焼いた。,かりかり,,漢字の読みを入力してください,Text
パパの足、毛が（）だよ。,もじゃもじゃ,,漢字の読みを入力してください,Text
ハサミで紙を（）と切る。,ちょきちょき,,漢字の読みを入力してください,Text
トーストが（）に焼けた。,かりかり,,漢字の読みを入力してください,Text
ドアを（）とノックした。,こんこん,,漢字の読みを入力してください,Text
しもやけで指が（）する。,じんじん,,漢字の読みを入力してください,Text
（）と火花が散っている。,ばちばち,,漢字の読みを入力してください,Text
（）した男性は苦手です。,ちゃらちゃら,,漢字の読みを入力してください,Text
雷が（）と鳴っている。,ごろごろ,,漢字の読みを入力してください,Text
風が（）と吹いている。,そよそよ,,漢字の読みを入力してください,Text
父の肩を（）と叩いた。,とんとん,,漢字の読みを入力してください,Text
彼はいつも元気（）だ。,もりもり,,漢字の読みを入力してください,Text
爆弾が（）と爆発した。,どかん,,漢字の読みを入力してください,Text
猫が体を（）してくる。,すりすり,,漢字の読みを入力してください,Text
蝶が（）と飛んでいる。,ぱたぱた,,漢字の読みを入力してください,Text
息子のほっぺは（）だ。,ぷりぷり,,漢字の読みを入力してください,Text
船酔いで胸が（）する。,むかむか,,漢字の読みを入力してください,Text
洗車したので、（）だ。,ぴかぴか,,漢字の読みを入力してください,Text
赤ちゃんが（）と泣く。,おぎゃあ,,漢字の読みを入力してください,Text
"星が（）と輝いている。
続けて光りかがやくようす。",きらきら,,漢字の読みを入力してください,Text
"星が（）と輝いている。
つやがあって光り輝くさま。",ぴかぴか,,漢字の読みを入力してください,Text
水を（）と飲んでいる。,ごくごく,,漢字の読みを入力してください,Text
水が（）としか出ない。,ちょろちょろ,,漢字の読みを入力してください,Text
伸びた髪を（）と切る。,ちょきちょき,,漢字の読みを入力してください,Text
床が少し（）している。,ぬるぬる,,漢字の読みを入力してください,Text
私の先生は頭が（）だ。,つるつる,,漢字の読みを入力してください,Text
子供が（）と走り回る。,ちょろちょろ,,漢字の読みを入力してください,Text
子供が（）とうるさい。,きいきい,,漢字の読みを入力してください,Text
今日は（）した天気だ。,どんより,,漢字の読みを入力してください,Text
君は（）とよく喋るね。,ぺらぺら,,漢字の読みを入力してください,Text
空腹でお腹が（）鳴る。,ぐうぐう,,漢字の読みを入力してください,Text
教室が（）と騒がしい。,がやがや,,漢字の読みを入力してください,Text
気温が（）と上昇する。,ぐんぐん,,漢字の読みを入力してください,Text
温泉が（）とわき出る。,ぼこぼこ,,漢字の読みを入力してください,Text
"雨が（）と降ってきた。
①小つぶのものがまばらに続けて落ちてくる〈音／ようす〉。",ぱらぱら,,漢字の読みを入力してください,Text
"雨が（）と降ってきた。
①雨（のつぶ）が音をたてて降り始めるようす。",ぽつぽつ,,漢字の読みを入力してください,Text
雨が（）と降っている。,しとしと,,漢字の読みを入力してください,Text
（）拍子に話が進んだ。,とんとん,,漢字の読みを入力してください,Text
蜂が（）飛んでいる。,ぶんぶん,,漢字の読みを入力してください,Text
風邪で体が（）する。,ぞくぞく,,漢字の読みを入力してください,Text
彼は（）した性格だ。,じめじめ,,漢字の読みを入力してください,Text
二人の実力は（）だ。,とんとん,,漢字の読みを入力してください,Text
